28.197572, 113.010172
28.198177, 113.019098
28.183652, 113.017038
28.169593, 113.014526
28.171106, 113.022422
28.170501, 113.031349
28.169593, 113.042678
28.169291, 113.050918
28.162026, 113.049202
28.152038, 113.051948
28.141442, 113.052635
28.131452, 113.055381
28.123882, 113.059501
28.113587, 113.063278
28.102988, 113.062591
28.089662, 113.058471
28.084210, 113.054695
28.076031, 113.052635
28.068761, 113.049202
28.061187, 113.045768
28.052098, 113.042335
28.044220, 113.040275
28.036038, 113.039932
28.024825, 113.036842
28.006337, 113.043022
27.987542, 113.047485
27.966014, 113.044052
27.947819, 113.043022
27.930834, 113.036155
27.929014, 113.059501
27.912026, 113.075294
27.898979, 113.094864
27.902317, 113.106880
27.899283, 113.121299
27.890483, 113.134689
27.879559, 113.137779
27.859286, 113.164132
27.853367, 113.170998
27.844261, 113.164475
27.835457, 113.155892
