28.232851,112.937188
28.146035,112.876178
27.995778,112.881671
27.927852,112.986041
27.816165,113.03548
27.689773,113.046466
27.519398,113.024493
27.363395,113.024493
27.241365,112.887164
27.070298,112.843219
26.913664,112.815753
26.771527,112.859699
26.634122,112.925616
26.506384,112.898151
26.378504,112.870685
26.245555,112.876178
26.122318,112.920123
26.013762,113.03548
25.890281,113.095905
25.746882,113.084918
25.63798,113.019
25.494276,112.997028
25.375218,112.942096
25.290814,113.002521
25.146645,113.077599
25.0372,113.159997
24.917694,113.176476
24.803059,113.236901
24.748196,113.379723
24.738218,113.528038
24.603441,113.643395
24.488987,113.734418
24.283861,113.723431
24.108491,113.624554
23.847497,113.542157
23.676563,113.454266
23.490291,113.448773
23.328979,113.421307
23.18262,113.360883
23.127063,113.264752
